District,Variety,Month,Year
Parbhani,Desi,Aug,2018
Parbhani,Other,Aug,2018
Parbhani,H-4(A) 27mm FIne,Aug,2018
Parbhani,LRA,Aug,2018
Parbhani,N-44,Aug,2018
Parbhani,DCH-32(Unginned),Aug,2018
Amarawati,Varaxmi,Aug,2018
Amarawati,Desi,Aug,2018
Amarawati,Other,Aug,2018
Amarawati,H-4(A) 27mm FIne,Aug,2018
Amarawati,LRA,Aug,2018
Amarawati,N-44,Aug,2018
Amarawati,DCH-32(Unginned),Aug,2018
Jalana,Varaxmi,Aug,2018
Jalana,Desi,Aug,2018
Jalana,Other,Aug,2018
Jalana,H-4(A) 27mm FIne,Aug,2018
Jalana,LRA,Aug,2018
Jalana,N-44,Aug,2018
Jalana,DCH-32(Unginned),Aug,2018
Beed,Varaxmi,Aug,2018
Beed,Desi,Aug,2018
Beed,Other,Aug,2018
Beed,H-4(A) 27mm FIne,Aug,2018
Beed,LRA,Aug,2018
Beed,N-44,Aug,2018
Beed,DCH-32(Unginned),Aug,2018
Buldhana,Varaxmi,Aug,2018
Buldhana,Desi,Aug,2018
Buldhana,Other,Aug,2018
Buldhana,H-4(A) 27mm FIne,Aug,2018
Buldhana,LRA,Aug,2018
Buldhana,N-44,Aug,2018
Buldhana,DCH-32(Unginned),Aug,2018
Nanded,Varaxmi,Aug,2018
Nanded,Desi,Aug,2018
Nanded,Other,Aug,2018
Nanded,H-4(A) 27mm FIne,Aug,2018
Nanded,LRA,Aug,2018
Nanded,N-44,Aug,2018
Nanded,DCH-32(Unginned),Aug,2018
Akola,Varaxmi,Aug,2018
Akola,Desi,Aug,2018
Akola,Other,Aug,2018
Akola,H-4(A) 27mm FIne,Aug,2018
Akola,LRA,Aug,2018
Akola,N-44,Aug,2018
Akola,DCH-32(Unginned),Aug,2018
Aurangabad,Varaxmi,Aug,2018
Aurangabad,Desi,Aug,2018
Aurangabad,Other,Aug,2018
Aurangabad,H-4(A) 27mm FIne,Aug,2018
Aurangabad,LRA,Aug,2018
Aurangabad,N-44,Aug,2018
Aurangabad,DCH-32(Unginned),Aug,2018
Wardha,Varaxmi,Sep,2018
Wardha,Desi,Sep,2018
Wardha,Other,Sep,2018
Wardha,H-4(A) 27mm FIne,Sep,2018
Wardha,LRA,Sep,2018
Wardha,N-44,Sep,2018
Wardha,DCH-32(Unginned),Sep,2018
Nagpur,Varaxmi,Sep,2018
Nagpur,Desi,Sep,2018
Nagpur,Other,Sep,2018
Nagpur,H-4(A) 27mm FIne,Sep,2018
Nagpur,LRA,Sep,2018
Nagpur,N-44,Sep,2018
Nagpur,DCH-32(Unginned),Sep,2018
Yavatmal,Varaxmi,Sep,2018
Yavatmal,Desi,Sep,2018
Yavatmal,Other,Sep,2018
Yavatmal,H-4(A) 27mm FIne,Sep,2018
Yavatmal,LRA,Sep,2018
Yavatmal,N-44,Sep,2018
Yavatmal,DCH-32(Unginned),Sep,2018
Chandrapur,Varaxmi,Sep,2018
Chandrapur,Desi,Sep,2018
Chandrapur,Other,Sep,2018
Chandrapur,H-4(A) 27mm FIne,Sep,2018
Chandrapur,LRA,Sep,2018
Chandrapur,N-44,Sep,2018
Chandrapur,DCH-32(Unginned),Sep,2018
Parbhani,Varaxmi,Sep,2018
Parbhani,Desi,Sep,2018
Parbhani,Other,Sep,2018
Parbhani,H-4(A) 27mm FIne,Sep,2018
Parbhani,LRA,Sep,2018
Parbhani,N-44,Sep,2018
Parbhani,DCH-32(Unginned),Sep,2018
Amarawati,Varaxmi,Sep,2018
Amarawati,Desi,Sep,2018
Amarawati,Other,Sep,2018
Amarawati,H-4(A) 27mm FIne,Sep,2018
Amarawati,LRA,Sep,2018
Amarawati,N-44,Sep,2018
Amarawati,DCH-32(Unginned),Sep,2018
Jalana,Varaxmi,Sep,2018
Jalana,Desi,Sep,2018
Jalana,Other,Sep,2018
Jalana,H-4(A) 27mm FIne,Sep,2018
Jalana,LRA,Sep,2018
Jalana,N-44,Sep,2018
Jalana,DCH-32(Unginned),Sep,2018
Beed,Varaxmi,Sep,2018
Beed,Desi,Sep,2018
Beed,Other,Sep,2018
Beed,H-4(A) 27mm FIne,Sep,2018
Beed,LRA,Sep,2018
Beed,N-44,Sep,2018
Beed,DCH-32(Unginned),Sep,2018
Buldhana,Varaxmi,Sep,2018
Buldhana,Desi,Sep,2018
Buldhana,Other,Sep,2018
Buldhana,H-4(A) 27mm FIne,Sep,2018
Buldhana,LRA,Sep,2018
Buldhana,N-44,Sep,2018
Buldhana,DCH-32(Unginned),Sep,2018
Nanded,Varaxmi,Sep,2018
Nanded,Desi,Sep,2018
Nanded,Other,Sep,2018
Nanded,H-4(A) 27mm FIne,Sep,2018
Nanded,LRA,Sep,2018
Nanded,N-44,Sep,2018
Nanded,DCH-32(Unginned),Sep,2018
Akola,Varaxmi,Sep,2018
Akola,Desi,Sep,2018
Akola,Other,Sep,2018
Akola,H-4(A) 27mm FIne,Sep,2018
Akola,LRA,Sep,2018
Akola,N-44,Sep,2018
Akola,DCH-32(Unginned),Sep,2018
Aurangabad,Varaxmi,Sep,2018
Aurangabad,Desi,Sep,2018
Aurangabad,Other,Sep,2018
Aurangabad,H-4(A) 27mm FIne,Sep,2018
Aurangabad,LRA,Sep,2018
Aurangabad,N-44,Sep,2018
Aurangabad,DCH-32(Unginned),Sep,2018
Wardha,Varaxmi,Oct,2018
Wardha,Desi,Oct,2018
Wardha,Other,Oct,2018
Wardha,H-4(A) 27mm FIne,Oct,2018
Wardha,LRA,Oct,2018
Wardha,N-44,Oct,2018
Wardha,DCH-32(Unginned),Oct,2018
Nagpur,Varaxmi,Oct,2018
Nagpur,Desi,Oct,2018
Nagpur,Other,Oct,2018
Nagpur,H-4(A) 27mm FIne,Oct,2018
Nagpur,LRA,Oct,2018
Nagpur,N-44,Oct,2018
Nagpur,DCH-32(Unginned),Oct,2018
Yavatmal,Varaxmi,Oct,2018
Yavatmal,Desi,Oct,2018
Yavatmal,Other,Oct,2018
Yavatmal,H-4(A) 27mm FIne,Oct,2018
Yavatmal,LRA,Oct,2018
Yavatmal,N-44,Oct,2018
Yavatmal,DCH-32(Unginned),Oct,2018
Chandrapur,Varaxmi,Oct,2018
Chandrapur,Desi,Oct,2018
Chandrapur,Other,Oct,2018
Chandrapur,H-4(A) 27mm FIne,Oct,2018
Chandrapur,LRA,Oct,2018
Chandrapur,N-44,Oct,2018
Chandrapur,DCH-32(Unginned),Oct,2018
Parbhani,Varaxmi,Oct,2018
Parbhani,Desi,Oct,2018
Parbhani,Other,Oct,2018
Parbhani,H-4(A) 27mm FIne,Oct,2018
Parbhani,LRA,Oct,2018
Parbhani,N-44,Oct,2018
Parbhani,DCH-32(Unginned),Oct,2018
Amarawati,Varaxmi,Oct,2018
Amarawati,Desi,Oct,2018
Amarawati,Other,Oct,2018
Amarawati,H-4(A) 27mm FIne,Oct,2018
Amarawati,LRA,Oct,2018
Amarawati,N-44,Oct,2018
Amarawati,DCH-32(Unginned),Oct,2018
Jalana,Varaxmi,Oct,2018
Jalana,Desi,Oct,2018
Jalana,Other,Oct,2018
Jalana,H-4(A) 27mm FIne,Oct,2018
Jalana,LRA,Oct,2018
Jalana,N-44,Oct,2018
Jalana,DCH-32(Unginned),Oct,2018
Beed,Varaxmi,Oct,2018
Beed,Desi,Oct,2018
Beed,Other,Oct,2018
Beed,H-4(A) 27mm FIne,Oct,2018
Beed,LRA,Oct,2018
Beed,N-44,Oct,2018
Beed,DCH-32(Unginned),Oct,2018
Buldhana,Varaxmi,Oct,2018
Buldhana,Desi,Oct,2018
Buldhana,Other,Oct,2018
Buldhana,H-4(A) 27mm FIne,Oct,2018
Buldhana,LRA,Oct,2018
Buldhana,N-44,Oct,2018
Buldhana,DCH-32(Unginned),Oct,2018
Nanded,Varaxmi,Oct,2018
Nanded,Desi,Oct,2018
Nanded,Other,Oct,2018
Nanded,H-4(A) 27mm FIne,Oct,2018
Nanded,LRA,Oct,2018
Nanded,N-44,Oct,2018
Nanded,DCH-32(Unginned),Oct,2018
Akola,Varaxmi,Oct,2018
Akola,Desi,Oct,2018
Akola,Other,Oct,2018
Akola,H-4(A) 27mm FIne,Oct,2018
Akola,LRA,Oct,2018
Akola,N-44,Oct,2018
Akola,DCH-32(Unginned),Oct,2018
Aurangabad,Varaxmi,Oct,2018
Aurangabad,Desi,Oct,2018
Aurangabad,Other,Oct,2018
Aurangabad,H-4(A) 27mm FIne,Oct,2018
Aurangabad,LRA,Oct,2018
Aurangabad,N-44,Oct,2018
Aurangabad,DCH-32(Unginned),Oct,2018
Wardha,Varaxmi,Nov,2018
Wardha,Desi,Nov,2018
Wardha,Other,Nov,2018
Wardha,H-4(A) 27mm FIne,Nov,2018
Wardha,LRA,Nov,2018
Wardha,N-44,Nov,2018
Wardha,DCH-32(Unginned),Nov,2018
Nagpur,Varaxmi,Nov,2018
Nagpur,Desi,Nov,2018
Nagpur,Other,Nov,2018
Nagpur,H-4(A) 27mm FIne,Nov,2018
Nagpur,LRA,Nov,2018
Nagpur,N-44,Nov,2018
Nagpur,DCH-32(Unginned),Nov,2018
Yavatmal,Varaxmi,Nov,2018
Yavatmal,Desi,Nov,2018
Yavatmal,Other,Nov,2018
Yavatmal,H-4(A) 27mm FIne,Nov,2018
Yavatmal,LRA,Nov,2018
Yavatmal,N-44,Nov,2018
Yavatmal,DCH-32(Unginned),Nov,2018
Chandrapur,Varaxmi,Nov,2018
Chandrapur,Desi,Nov,2018
Chandrapur,Other,Nov,2018
Chandrapur,H-4(A) 27mm FIne,Nov,2018
Chandrapur,LRA,Nov,2018
Chandrapur,N-44,Nov,2018
Chandrapur,DCH-32(Unginned),Nov,2018
Parbhani,Varaxmi,Nov,2018
Parbhani,Desi,Nov,2018
Parbhani,Other,Nov,2018
Parbhani,H-4(A) 27mm FIne,Nov,2018
Parbhani,LRA,Nov,2018
Parbhani,N-44,Nov,2018
Parbhani,DCH-32(Unginned),Nov,2018
Amarawati,Varaxmi,Nov,2018
Amarawati,Desi,Nov,2018
Amarawati,Other,Nov,2018
Amarawati,H-4(A) 27mm FIne,Nov,2018
Amarawati,LRA,Nov,2018
Amarawati,N-44,Nov,2018
Amarawati,DCH-32(Unginned),Nov,2018
Jalana,Varaxmi,Nov,2018
Jalana,Desi,Nov,2018
Jalana,Other,Nov,2018
Jalana,H-4(A) 27mm FIne,Nov,2018
Jalana,LRA,Nov,2018
Jalana,N-44,Nov,2018
Jalana,DCH-32(Unginned),Nov,2018
Beed,Varaxmi,Nov,2018
Beed,Desi,Nov,2018
Beed,Other,Nov,2018
Beed,H-4(A) 27mm FIne,Nov,2018
Beed,LRA,Nov,2018
Beed,N-44,Nov,2018
Beed,DCH-32(Unginned),Nov,2018
Buldhana,Varaxmi,Nov,2018
Buldhana,Desi,Nov,2018
Buldhana,Other,Nov,2018
Buldhana,H-4(A) 27mm FIne,Nov,2018
Buldhana,LRA,Nov,2018
Buldhana,N-44,Nov,2018
Buldhana,DCH-32(Unginned),Nov,2018
Nanded,Varaxmi,Nov,2018
Nanded,Desi,Nov,2018
Nanded,Other,Nov,2018
Nanded,H-4(A) 27mm FIne,Nov,2018
Nanded,LRA,Nov,2018
Nanded,N-44,Nov,2018
Nanded,DCH-32(Unginned),Nov,2018
Akola,Varaxmi,Nov,2018
Akola,Desi,Nov,2018
Akola,Other,Nov,2018
Akola,H-4(A) 27mm FIne,Nov,2018
Akola,LRA,Nov,2018
Akola,N-44,Nov,2018
Akola,DCH-32(Unginned),Nov,2018
Aurangabad,Varaxmi,Nov,2018
Aurangabad,Desi,Nov,2018
Aurangabad,Other,Nov,2018
Aurangabad,H-4(A) 27mm FIne,Nov,2018
Aurangabad,LRA,Nov,2018
Aurangabad,N-44,Nov,2018
Aurangabad,DCH-32(Unginned),Nov,2018
Wardha,Varaxmi,Dec,2018
Wardha,Desi,Dec,2018
Wardha,Other,Dec,2018
Wardha,H-4(A) 27mm FIne,Dec,2018
Wardha,LRA,Dec,2018
Wardha,N-44,Dec,2018
Wardha,DCH-32(Unginned),Dec,2018
Nagpur,Varaxmi,Dec,2018
Nagpur,Desi,Dec,2018
Nagpur,Other,Dec,2018
Nagpur,H-4(A) 27mm FIne,Dec,2018
Nagpur,LRA,Dec,2018
Nagpur,N-44,Dec,2018
Nagpur,DCH-32(Unginned),Dec,2018
Yavatmal,Varaxmi,Dec,2018
Yavatmal,Desi,Dec,2018
Yavatmal,Other,Dec,2018
Yavatmal,H-4(A) 27mm FIne,Dec,2018
Yavatmal,LRA,Dec,2018
Yavatmal,N-44,Dec,2018
Yavatmal,DCH-32(Unginned),Dec,2018
Chandrapur,Varaxmi,Dec,2018
Chandrapur,Desi,Dec,2018
Chandrapur,Other,Dec,2018
Chandrapur,H-4(A) 27mm FIne,Dec,2018
Chandrapur,LRA,Dec,2018
Chandrapur,N-44,Dec,2018
Chandrapur,DCH-32(Unginned),Dec,2018
Parbhani,Varaxmi,Dec,2018
Parbhani,Desi,Dec,2018
Parbhani,Other,Dec,2018
Parbhani,H-4(A) 27mm FIne,Dec,2018
Parbhani,LRA,Dec,2018
Parbhani,N-44,Dec,2018
Parbhani,DCH-32(Unginned),Dec,2018
Amarawati,Varaxmi,Dec,2018
Amarawati,Desi,Dec,2018
Amarawati,Other,Dec,2018
Amarawati,H-4(A) 27mm FIne,Dec,2018
Amarawati,LRA,Dec,2018
Amarawati,N-44,Dec,2018
Amarawati,DCH-32(Unginned),Dec,2018
Jalana,Varaxmi,Dec,2018
Jalana,Desi,Dec,2018
Jalana,Other,Dec,2018
Jalana,H-4(A) 27mm FIne,Dec,2018
Jalana,LRA,Dec,2018
Jalana,N-44,Dec,2018
Jalana,DCH-32(Unginned),Dec,2018
Beed,Varaxmi,Dec,2018
Beed,Desi,Dec,2018
Beed,Other,Dec,2018
Beed,H-4(A) 27mm FIne,Dec,2018
Beed,LRA,Dec,2018
Beed,N-44,Dec,2018
Beed,DCH-32(Unginned),Dec,2018
Buldhana,Varaxmi,Dec,2018
Buldhana,Desi,Dec,2018
Buldhana,Other,Dec,2018
Buldhana,H-4(A) 27mm FIne,Dec,2018
Buldhana,LRA,Dec,2018
Buldhana,N-44,Dec,2018
Buldhana,DCH-32(Unginned),Dec,2018
Nanded,Varaxmi,Dec,2018
Nanded,Desi,Dec,2018
Nanded,Other,Dec,2018
Nanded,H-4(A) 27mm FIne,Dec,2018
Nanded,LRA,Dec,2018
Nanded,N-44,Dec,2018
Nanded,DCH-32(Unginned),Dec,2018
Akola,Varaxmi,Dec,2018
Akola,Desi,Dec,2018
Akola,Other,Dec,2018
Akola,H-4(A) 27mm FIne,Dec,2018
Akola,LRA,Dec,2018
Akola,N-44,Dec,2018
Akola,DCH-32(Unginned),Dec,2018
Aurangabad,Varaxmi,Dec,2018
Aurangabad,Desi,Dec,2018
Aurangabad,Other,Dec,2018
Aurangabad,H-4(A) 27mm FIne,Dec,2018
Aurangabad,LRA,Dec,2018
Aurangabad,N-44,Dec,2018
Aurangabad,DCH-32(Unginned),Dec,2018
Jalgaon,Varaxmi,Jan,2019
Jalgaon,Desi,Jan,2019
Jalgaon,Other,Jan,2019
Jalgaon,H-4(A) 27mm FIne,Jan,2019
Jalgaon,LRA,Jan,2019
Jalgaon,N-44,Jan,2019
Jalgaon,DCH-32(Unginned),Jan,2019
Hingoli,Varaxmi,Jan,2019
Hingoli,Desi,Jan,2019
Hingoli,Other,Jan,2019
Hingoli,H-4(A) 27mm FIne,Jan,2019
Hingoli,LRA,Jan,2019
Hingoli,N-44,Jan,2019
Hingoli,DCH-32(Unginned),Jan,2019
Vashim,Varaxmi,Jan,2019
Vashim,Desi,Jan,2019
Vashim,Other,Jan,2019
Vashim,H-4(A) 27mm FIne,Jan,2019
Vashim,LRA,Jan,2019
Vashim,N-44,Jan,2019
Vashim,DCH-32(Unginned),Jan,2019
Gadchiroli,Varaxmi,Jan,2019
Gadchiroli,Desi,Jan,2019
Gadchiroli,Other,Jan,2019
Gadchiroli,H-4(A) 27mm FIne,Jan,2019
Gadchiroli,LRA,Jan,2019
Gadchiroli,N-44,Jan,2019
Gadchiroli,DCH-32(Unginned),Jan,2019
Nandurbar,Varaxmi,Jan,2019
Nandurbar,Desi,Jan,2019
Nandurbar,Other,Jan,2019
Nandurbar,H-4(A) 27mm FIne,Jan,2019
Nandurbar,LRA,Jan,2019
Nandurbar,N-44,Jan,2019
Nandurbar,DCH-32(Unginned),Jan,2019
Ahmednagar,Varaxmi,Jan,2019
Ahmednagar,Desi,Jan,2019
Ahmednagar,Other,Jan,2019
Ahmednagar,H-4(A) 27mm FIne,Jan,2019
Ahmednagar,LRA,Jan,2019
Ahmednagar,N-44,Jan,2019
Ahmednagar,DCH-32(Unginned),Jan,2019
Jalgaon,Varaxmi,Feb,2019
Jalgaon,Desi,Feb,2019
Jalgaon,Other,Feb,2019
Jalgaon,H-4(A) 27mm FIne,Feb,2019
Jalgaon,LRA,Feb,2019
Jalgaon,N-44,Feb,2019
Jalgaon,DCH-32(Unginned),Feb,2019
Hingoli,Varaxmi,Feb,2019
Hingoli,Desi,Feb,2019
Hingoli,Other,Feb,2019
Hingoli,H-4(A) 27mm FIne,Feb,2019
Hingoli,LRA,Feb,2019
Hingoli,N-44,Feb,2019
Hingoli,DCH-32(Unginned),Feb,2019
Vashim,Varaxmi,Feb,2019
Vashim,Desi,Feb,2019
Vashim,Other,Feb,2019
Vashim,H-4(A) 27mm FIne,Feb,2019
Vashim,LRA,Feb,2019
Vashim,N-44,Feb,2019
Vashim,DCH-32(Unginned),Feb,2019
Gadchiroli,Varaxmi,Feb,2019
Gadchiroli,Desi,Feb,2019
Gadchiroli,Other,Feb,2019
Gadchiroli,H-4(A) 27mm FIne,Feb,2019
Gadchiroli,LRA,Feb,2019
Gadchiroli,N-44,Feb,2019
Gadchiroli,DCH-32(Unginned),Feb,2019
Nandurbar,Varaxmi,Feb,2019
Nandurbar,Desi,Feb,2019
Nandurbar,Other,Feb,2019
Nandurbar,H-4(A) 27mm FIne,Feb,2019
Nandurbar,LRA,Feb,2019
Nandurbar,N-44,Feb,2019
Nandurbar,DCH-32(Unginned),Feb,2019
Ahmednagar,Varaxmi,Feb,2019
Ahmednagar,Desi,Feb,2019
Ahmednagar,Other,Feb,2019
Ahmednagar,H-4(A) 27mm FIne,Feb,2019
Ahmednagar,LRA,Feb,2019
Ahmednagar,N-44,Feb,2019
Ahmednagar,DCH-32(Unginned),Feb,2019
Jalgaon,Varaxmi,Mar,2019
Jalgaon,Desi,Mar,2019
Jalgaon,Other,Mar,2019
Jalgaon,H-4(A) 27mm FIne,Mar,2019
Jalgaon,LRA,Mar,2019
Jalgaon,N-44,Mar,2019
Jalgaon,DCH-32(Unginned),Mar,2019
Hingoli,Varaxmi,Mar,2019
Hingoli,Desi,Mar,2019
Hingoli,Other,Mar,2019
Hingoli,H-4(A) 27mm FIne,Mar,2019
Hingoli,LRA,Mar,2019
Hingoli,N-44,Mar,2019
Hingoli,DCH-32(Unginned),Mar,2019
Vashim,Varaxmi,Mar,2019
Vashim,Desi,Mar,2019
Vashim,Other,Mar,2019
Vashim,H-4(A) 27mm FIne,Mar,2019
Vashim,LRA,Mar,2019
Vashim,N-44,Mar,2019
Vashim,DCH-32(Unginned),Mar,2019
Gadchiroli,Varaxmi,Mar,2019
Gadchiroli,Desi,Mar,2019
Gadchiroli,Other,Mar,2019
Gadchiroli,H-4(A) 27mm FIne,Mar,2019
Gadchiroli,LRA,Mar,2019
Gadchiroli,N-44,Mar,2019
Gadchiroli,DCH-32(Unginned),Mar,2019
Nandurbar,Varaxmi,Mar,2019
Nandurbar,Desi,Mar,2019
Nandurbar,Other,Mar,2019
Nandurbar,H-4(A) 27mm FIne,Mar,2019
Nandurbar,LRA,Mar,2019
Nandurbar,N-44,Mar,2019
Nandurbar,DCH-32(Unginned),Mar,2019
Ahmednagar,Varaxmi,Mar,2019
Ahmednagar,Desi,Mar,2019
Ahmednagar,Other,Mar,2019
Ahmednagar,H-4(A) 27mm FIne,Mar,2019
Ahmednagar,LRA,Mar,2019
Ahmednagar,N-44,Mar,2019
Ahmednagar,DCH-32(Unginned),Mar,2019
Jalgaon,Varaxmi,Apr,2019
Jalgaon,Desi,Apr,2019
Jalgaon,Other,Apr,2019
Jalgaon,H-4(A) 27mm FIne,Apr,2019
Jalgaon,LRA,Apr,2019
Jalgaon,N-44,Apr,2019
Jalgaon,DCH-32(Unginned),Apr,2019
Hingoli,Varaxmi,Apr,2019
Hingoli,Desi,Apr,2019
Hingoli,Other,Apr,2019
Hingoli,H-4(A) 27mm FIne,Apr,2019
Hingoli,LRA,Apr,2019
Hingoli,N-44,Apr,2019
Hingoli,DCH-32(Unginned),Apr,2019
Vashim,Varaxmi,Apr,2019
Vashim,Desi,Apr,2019
Vashim,Other,Apr,2019
Vashim,H-4(A) 27mm FIne,Apr,2019
Vashim,LRA,Apr,2019
Vashim,N-44,Apr,2019
Vashim,DCH-32(Unginned),Apr,2019
Gadchiroli,Varaxmi,Apr,2019
Gadchiroli,Desi,Apr,2019
Gadchiroli,Other,Apr,2019
Gadchiroli,H-4(A) 27mm FIne,Apr,2019
Gadchiroli,LRA,Apr,2019
Gadchiroli,N-44,Apr,2019
Gadchiroli,DCH-32(Unginned),Apr,2019
Nandurbar,Varaxmi,Apr,2019
Nandurbar,Desi,Apr,2019
Nandurbar,Other,Apr,2019
Nandurbar,H-4(A) 27mm FIne,Apr,2019
Nandurbar,LRA,Apr,2019
Nandurbar,N-44,Apr,2019
Nandurbar,DCH-32(Unginned),Apr,2019
Ahmednagar,Varaxmi,Apr,2019
Ahmednagar,Desi,Apr,2019
Ahmednagar,Other,Apr,2019
Ahmednagar,H-4(A) 27mm FIne,Apr,2019
Ahmednagar,LRA,Apr,2019
Ahmednagar,N-44,Apr,2019
Ahmednagar,DCH-32(Unginned),Apr,2019
Jalgaon,Varaxmi,May,2019
Jalgaon,Desi,May,2019
Jalgaon,Other,May,2019
Jalgaon,H-4(A) 27mm FIne,May,2019
Jalgaon,LRA,May,2019
Jalgaon,N-44,May,2019
Jalgaon,DCH-32(Unginned),May,2019
Hingoli,Varaxmi,May,2019
Hingoli,Desi,May,2019
Hingoli,Other,May,2019
Hingoli,H-4(A) 27mm FIne,May,2019
Hingoli,LRA,May,2019
Hingoli,N-44,May,2019
Hingoli,DCH-32(Unginned),May,2019
Vashim,Varaxmi,May,2019
Vashim,Desi,May,2019
Vashim,Other,May,2019
Vashim,H-4(A) 27mm FIne,May,2019
Vashim,LRA,May,2019
Vashim,N-44,May,2019
Vashim,DCH-32(Unginned),May,2019
Gadchiroli,Varaxmi,May,2019
Gadchiroli,Desi,May,2019
Gadchiroli,Other,May,2019
Gadchiroli,H-4(A) 27mm FIne,May,2019
Gadchiroli,LRA,May,2019
Gadchiroli,N-44,May,2019
Gadchiroli,DCH-32(Unginned),May,2019
Nandurbar,Varaxmi,May,2019
Nandurbar,Desi,May,2019
Nandurbar,Other,May,2019
Nandurbar,H-4(A) 27mm FIne,May,2019
Nandurbar,LRA,May,2019
Nandurbar,N-44,May,2019
Nandurbar,DCH-32(Unginned),May,2019
Ahmednagar,Varaxmi,May,2019
Ahmednagar,Desi,May,2019
Ahmednagar,Other,May,2019
Ahmednagar,H-4(A) 27mm FIne,May,2019
Ahmednagar,LRA,May,2019
Ahmednagar,N-44,May,2019
Ahmednagar,DCH-32(Unginned),May,2019
Jalgaon,Varaxmi,Jun,2019
Jalgaon,Desi,Jun,2019
Jalgaon,Other,Jun,2019
Jalgaon,H-4(A) 27mm FIne,Jun,2019
Jalgaon,LRA,Jun,2019
Jalgaon,N-44,Jun,2019
Jalgaon,DCH-32(Unginned),Jun,2019
Hingoli,Varaxmi,Jun,2019
Hingoli,Desi,Jun,2019
Hingoli,Other,Jun,2019
Hingoli,H-4(A) 27mm FIne,Jun,2019
Hingoli,LRA,Jun,2019
Hingoli,N-44,Jun,2019
Hingoli,DCH-32(Unginned),Jun,2019
Vashim,Varaxmi,Jun,2019
Vashim,Desi,Jun,2019
Vashim,Other,Jun,2019
Vashim,H-4(A) 27mm FIne,Jun,2019
Vashim,LRA,Jun,2019
Vashim,N-44,Jun,2019
Vashim,DCH-32(Unginned),Jun,2019
Gadchiroli,Varaxmi,Jun,2019
Gadchiroli,Desi,Jun,2019
Gadchiroli,Other,Jun,2019
Gadchiroli,H-4(A) 27mm FIne,Jun,2019
Gadchiroli,LRA,Jun,2019
Gadchiroli,N-44,Jun,2019
Gadchiroli,DCH-32(Unginned),Jun,2019
Nandurbar,Varaxmi,Jun,2019
Nandurbar,Desi,Jun,2019
Nandurbar,Other,Jun,2019
Nandurbar,H-4(A) 27mm FIne,Jun,2019
Nandurbar,LRA,Jun,2019
Nandurbar,N-44,Jun,2019
Nandurbar,DCH-32(Unginned),Jun,2019
Ahmednagar,Varaxmi,Jun,2019
Ahmednagar,Desi,Jun,2019
Ahmednagar,Other,Jun,2019
Ahmednagar,H-4(A) 27mm FIne,Jun,2019
Ahmednagar,LRA,Jun,2019
Ahmednagar,N-44,Jun,2019
Ahmednagar,DCH-32(Unginned),Jun,2019
Jalgaon,Varaxmi,Jul,2019
Jalgaon,Desi,Jul,2019
Jalgaon,Other,Jul,2019
Jalgaon,H-4(A) 27mm FIne,Jul,2019
Jalgaon,LRA,Jul,2019
Jalgaon,N-44,Jul,2019
Jalgaon,DCH-32(Unginned),Jul,2019
Hingoli,Varaxmi,Jul,2019
Hingoli,Desi,Jul,2019
Hingoli,Other,Jul,2019
Hingoli,H-4(A) 27mm FIne,Jul,2019
Hingoli,LRA,Jul,2019
Hingoli,N-44,Jul,2019
Hingoli,DCH-32(Unginned),Jul,2019
Vashim,Varaxmi,Jul,2019
Vashim,Desi,Jul,2019
Vashim,Other,Jul,2019
Vashim,H-4(A) 27mm FIne,Jul,2019
Vashim,LRA,Jul,2019
Vashim,N-44,Jul,2019
Vashim,DCH-32(Unginned),Jul,2019
Gadchiroli,Varaxmi,Jul,2019
Gadchiroli,Desi,Jul,2019
Gadchiroli,Other,Jul,2019
Gadchiroli,H-4(A) 27mm FIne,Jul,2019
Gadchiroli,LRA,Jul,2019
Gadchiroli,N-44,Jul,2019
Gadchiroli,DCH-32(Unginned),Jul,2019
Nandurbar,Varaxmi,Jul,2019
Nandurbar,Desi,Jul,2019
Nandurbar,Other,Jul,2019
Nandurbar,H-4(A) 27mm FIne,Jul,2019
Nandurbar,LRA,Jul,2019
Nandurbar,N-44,Jul,2019
Nandurbar,DCH-32(Unginned),Jul,2019
Ahmednagar,Varaxmi,Jul,2019
Ahmednagar,Desi,Jul,2019
Ahmednagar,Other,Jul,2019
Ahmednagar,H-4(A) 27mm FIne,Jul,2019
Ahmednagar,LRA,Jul,2019
Ahmednagar,N-44,Jul,2019
Ahmednagar,DCH-32(Unginned),Jul,2019
Jalgaon,Varaxmi,Aug,2019
Jalgaon,Desi,Aug,2019
Jalgaon,Other,Aug,2019
Jalgaon,H-4(A) 27mm FIne,Aug,2019
Jalgaon,LRA,Aug,2019
Jalgaon,N-44,Aug,2019
Jalgaon,DCH-32(Unginned),Aug,2019
Hingoli,Varaxmi,Aug,2019
Hingoli,Desi,Aug,2019
Hingoli,Other,Aug,2019
Hingoli,H-4(A) 27mm FIne,Aug,2019
Hingoli,LRA,Aug,2019
Hingoli,N-44,Aug,2019
Hingoli,DCH-32(Unginned),Aug,2019
Vashim,Varaxmi,Aug,2019
Vashim,Desi,Aug,2019
Vashim,Other,Aug,2019
Vashim,H-4(A) 27mm FIne,Aug,2019
Vashim,LRA,Aug,2019
Vashim,N-44,Aug,2019
Vashim,DCH-32(Unginned),Aug,2019
Gadchiroli,Varaxmi,Aug,2019
Gadchiroli,Desi,Aug,2019
