,District,Variety,Month,Year,Price
2237,Hingoli,LRA,Oct,2019,4503
2238,Hingoli,N-44,Oct,2019,4491
2239,Hingoli,DCH-32(Unginned),Oct,2019,4523
2240,Vashim,Varaxmi,Oct,2019,4651
2241,Vashim,Desi,Oct,2019,4696
2242,Vashim,Other,Oct,2019,4659
2243,Vashim,H-4(A) 27mm FIne,Oct,2019,4798
2244,Vashim,LRA,Oct,2019,4727
2245,Vashim,N-44,Oct,2019,4701
2246,Vashim,DCH-32(Unginned),Oct,2019,4524
2247,Gadchiroli,Varaxmi,Oct,2019,4646
2248,Gadchiroli,Desi,Oct,2019,4666
2249,Gadchiroli,Other,Oct,2019,4636
2250,Gadchiroli,H-4(A) 27mm FIne,Oct,2019,4590
2251,Gadchiroli,LRA,Oct,2019,4698
2252,Gadchiroli,N-44,Oct,2019,4674
2253,Gadchiroli,DCH-32(Unginned),Oct,2019,4523
2254,Nandurbar,Varaxmi,Oct,2019,4035
2255,Nandurbar,Desi,Oct,2019,4095
2256,Nandurbar,Other,Oct,2019,4077
2257,Nandurbar,H-4(A) 27mm FIne,Oct,2019,4232
2258,Nandurbar,LRA,Oct,2019,4110
2259,Nandurbar,N-44,Oct,2019,4097
2260,Nandurbar,DCH-32(Unginned),Oct,2019,4283
2261,Ahmednagar,Varaxmi,Oct,2019,4651
2262,Ahmednagar,Desi,Oct,2019,4696
2263,Ahmednagar,Other,Oct,2019,4659
2264,Ahmednagar,H-4(A) 27mm FIne,Oct,2019,4798
2265,Ahmednagar,LRA,Oct,2019,4727
2266,Ahmednagar,N-44,Oct,2019,4701
2267,Ahmednagar,DCH-32(Unginned),Oct,2019,4524
2268,Jalgaon,Varaxmi,Nov,2019,4312
2269,Jalgaon,Desi,Nov,2019,4317
2270,Jalgaon,Other,Nov,2019,4317
2271,Jalgaon,H-4(A) 27mm FIne,Nov,2019,4315
2272,Jalgaon,LRA,Nov,2019,4343
2273,Jalgaon,N-44,Nov,2019,4344
2274,Jalgaon,DCH-32(Unginned),Nov,2019,4368
2275,Hingoli,Varaxmi,Nov,2019,4319
2276,Hingoli,Desi,Nov,2019,4267
2277,Hingoli,Other,Nov,2019,4267
2278,Hingoli,H-4(A) 27mm FIne,Nov,2019,4211
2279,Hingoli,LRA,Nov,2019,4276
2280,Hingoli,N-44,Nov,2019,4269
2281,Hingoli,DCH-32(Unginned),Nov,2019,4314
2282,Vashim,Varaxmi,Nov,2019,4364
2283,Vashim,Desi,Nov,2019,4365
2284,Vashim,Other,Nov,2019,4351
2285,Vashim,H-4(A) 27mm FIne,Nov,2019,4365
2286,Vashim,LRA,Nov,2019,4367
2287,Vashim,N-44,Nov,2019,4394
2288,Vashim,DCH-32(Unginned),Nov,2019,4403
2289,Gadchiroli,Varaxmi,Nov,2019,4495
2290,Gadchiroli,Desi,Nov,2019,4460
2291,Gadchiroli,Other,Nov,2019,4443
2292,Gadchiroli,H-4(A) 27mm FIne,Nov,2019,4430
2293,Gadchiroli,LRA,Nov,2019,4425
2294,Gadchiroli,N-44,Nov,2019,4468
2295,Gadchiroli,DCH-32(Unginned),Nov,2019,4416
2296,Nandurbar,Varaxmi,Nov,2019,4190
2297,Nandurbar,Desi,Nov,2019,4196
2298,Nandurbar,Other,Nov,2019,4196
2299,Nandurbar,H-4(A) 27mm FIne,Nov,2019,4198
2300,Nandurbar,LRA,Nov,2019,4214
2301,Nandurbar,N-44,Nov,2019,4209
2302,Nandurbar,DCH-32(Unginned),Nov,2019,4289
2303,Ahmednagar,Varaxmi,Nov,2019,4354
2304,Ahmednagar,Desi,Nov,2019,4353
2305,Ahmednagar,Other,Nov,2019,4350
2306,Ahmednagar,H-4(A) 27mm FIne,Nov,2019,4350
2307,Ahmednagar,LRA,Nov,2019,4359
2308,Ahmednagar,N-44,Nov,2019,4386
2309,Ahmednagar,DCH-32(Unginned),Nov,2019,4390
2310,Jalgaon,Varaxmi,Dec,2019,4557
2311,Jalgaon,Desi,Dec,2019,4634
2312,Jalgaon,Other,Dec,2019,4624
2313,Jalgaon,H-4(A) 27mm FIne,Dec,2019,4792
2314,Jalgaon,LRA,Dec,2019,4667
2315,Jalgaon,N-44,Dec,2019,4639
2316,Jalgaon,DCH-32(Unginned),Dec,2019,4524
2317,Hingoli,Varaxmi,Dec,2019,4441
2318,Hingoli,Desi,Dec,2019,4491
2319,Hingoli,Other,Dec,2019,4483
2320,Hingoli,H-4(A) 27mm FIne,Dec,2019,4632
2321,Hingoli,LRA,Dec,2019,4503
2322,Hingoli,N-44,Dec,2019,4491
2323,Hingoli,DCH-32(Unginned),Dec,2019,4523
2324,Vashim,Varaxmi,Dec,2019,4651
2325,Vashim,Desi,Dec,2019,4696
2326,Vashim,Other,Dec,2019,4659
2327,Vashim,H-4(A) 27mm FIne,Dec,2019,4798
2328,Vashim,LRA,Dec,2019,4727
2329,Vashim,N-44,Dec,2019,4701
2330,Vashim,DCH-32(Unginned),Dec,2019,4524
2331,Gadchiroli,Varaxmi,Dec,2019,4646
2332,Gadchiroli,Desi,Dec,2019,4666
2333,Gadchiroli,Other,Dec,2019,4636
2334,Gadchiroli,H-4(A) 27mm FIne,Dec,2019,4590
2335,Gadchiroli,LRA,Dec,2019,4698
2336,Gadchiroli,N-44,Dec,2019,4674
2337,Gadchiroli,DCH-32(Unginned),Dec,2019,4523
2338,Nandurbar,Varaxmi,Dec,2019,4035
2339,Nandurbar,Desi,Dec,2019,4095
2340,Nandurbar,Other,Dec,2019,4077
2341,Nandurbar,H-4(A) 27mm FIne,Dec,2019,4232
2342,Nandurbar,LRA,Dec,2019,4110
2343,Nandurbar,N-44,Dec,2019,4097
2344,Nandurbar,DCH-32(Unginned),Dec,2019,4283
2345,Ahmednagar,Varaxmi,Dec,2019,4651
2346,Ahmednagar,Desi,Dec,2019,4696
2347,Ahmednagar,Other,Dec,2019,4659
2348,Ahmednagar,H-4(A) 27mm FIne,Dec,2019,4798
2349,Ahmednagar,LRA,Dec,2019,4727
2350,Ahmednagar,N-44,Dec,2019,4701
2351,Ahmednagar,DCH-32(Unginned),Dec,2019,4524
2352,Jalgaon,Varaxmi,Mar,2018,4551
2353,Jalgaon,Desi,Mar,2018,4641
2354,Jalgaon,Other,Mar,2018,4620
2355,Jalgaon,H-4(A) 27mm FIne,Mar,2018,4748
2356,Jalgaon,LRA,Mar,2018,4690
2357,Jalgaon,N-44,Mar,2018,4648
2358,Jalgaon,DCH-32(Unginned),Mar,2018,4458
2359,Hingoli,Varaxmi,Mar,2018,4447
2360,Hingoli,Desi,Mar,2018,4425
2361,Hingoli,Other,Mar,2018,4412
2362,Hingoli,H-4(A) 27mm FIne,Mar,2018,4367
2363,Hingoli,LRA,Mar,2018,4446
2364,Hingoli,N-44,Mar,2018,4428
2365,Hingoli,DCH-32(Unginned),Mar,2018,4451
2366,Vashim,Varaxmi,Mar,2018,4611
2367,Vashim,Desi,Mar,2018,4689
2368,Vashim,Other,Mar,2018,4644
2369,Vashim,H-4(A) 27mm FIne,Mar,2018,4752
2370,Vashim,LRA,Mar,2018,4732
2371,Vashim,N-44,Mar,2018,4696
2372,Vashim,DCH-32(Unginned),Mar,2018,4457
2373,Gadchiroli,Varaxmi,Mar,2018,4611
2374,Gadchiroli,Desi,Mar,2018,4677
2375,Gadchiroli,Other,Mar,2018,4634
2376,Gadchiroli,H-4(A) 27mm FIne,Mar,2018,4650
2377,Gadchiroli,LRA,Mar,2018,4719
2378,Gadchiroli,N-44,Mar,2018,4684
2379,Gadchiroli,DCH-32(Unginned),Mar,2018,4457
2380,Nandurbar,Varaxmi,Mar,2018,4069
2381,Nandurbar,Desi,Mar,2018,4145
2382,Nandurbar,Other,Mar,2018,4123
2383,Nandurbar,H-4(A) 27mm FIne,Mar,2018,4261
2384,Nandurbar,LRA,Mar,2018,4168
2385,Nandurbar,N-44,Mar,2018,4149
2386,Nandurbar,DCH-32(Unginned),Mar,2018,4256
2387,Ahmednagar,Varaxmi,Mar,2018,4611
2388,Ahmednagar,Desi,Mar,2018,4689
2389,Ahmednagar,Other,Mar,2018,4644
2390,Ahmednagar,H-4(A) 27mm FIne,Mar,2018,4752
2391,Ahmednagar,LRA,Mar,2018,4732
2392,Ahmednagar,N-44,Mar,2018,4696
2393,Ahmednagar,DCH-32(Unginned),Mar,2018,4457
2394,Jalgaon,Varaxmi,Apr,2018,4557
2395,Jalgaon,Desi,Apr,2018,4634
2396,Jalgaon,Other,Apr,2018,4624
2397,Jalgaon,H-4(A) 27mm FIne,Apr,2018,4792
2398,Jalgaon,LRA,Apr,2018,4667
2399,Jalgaon,N-44,Apr,2018,4639
2400,Jalgaon,DCH-32(Unginned),Apr,2018,4524
2401,Hingoli,Varaxmi,Apr,2018,4441
2402,Hingoli,Desi,Apr,2018,4491
2403,Hingoli,Other,Apr,2018,4483
2404,Hingoli,H-4(A) 27mm FIne,Apr,2018,4632
2405,Hingoli,LRA,Apr,2018,4503
2406,Hingoli,N-44,Apr,2018,4491
2407,Hingoli,DCH-32(Unginned),Apr,2018,4523
2408,Vashim,Varaxmi,Apr,2018,4651
2409,Vashim,Desi,Apr,2018,4696
2410,Vashim,Other,Apr,2018,4659
2411,Vashim,H-4(A) 27mm FIne,Apr,2018,4798
2412,Vashim,LRA,Apr,2018,4727
2413,Vashim,N-44,Apr,2018,4701
2414,Vashim,DCH-32(Unginned),Apr,2018,4524
2415,Gadchiroli,Varaxmi,Apr,2018,4646
2416,Gadchiroli,Desi,Apr,2018,4666
2417,Gadchiroli,Other,Apr,2018,4636
2418,Gadchiroli,H-4(A) 27mm FIne,Apr,2018,4590
2419,Gadchiroli,LRA,Apr,2018,4698
2420,Gadchiroli,N-44,Apr,2018,4674
2421,Gadchiroli,DCH-32(Unginned),Apr,2018,4523
2422,Nandurbar,Varaxmi,Apr,2018,4035
2423,Nandurbar,Desi,Apr,2018,4095
2424,Nandurbar,Other,Apr,2018,4077
2425,Nandurbar,H-4(A) 27mm FIne,Apr,2018,4232
2426,Nandurbar,LRA,Apr,2018,4110
2427,Nandurbar,N-44,Apr,2018,4097
2428,Nandurbar,DCH-32(Unginned),Apr,2018,4283
2429,Ahmednagar,Varaxmi,Apr,2018,4651
2430,Ahmednagar,Desi,Apr,2018,4696
2431,Ahmednagar,Other,Apr,2018,4659
2432,Ahmednagar,H-4(A) 27mm FIne,Apr,2018,4798
2433,Ahmednagar,LRA,Apr,2018,4727
2434,Ahmednagar,N-44,Apr,2018,4701
2435,Ahmednagar,DCH-32(Unginned),Apr,2018,4524
2436,Jalgaon,Varaxmi,May,2018,4557
2437,Jalgaon,Desi,May,2018,4634
2438,Jalgaon,Other,May,2018,4624
2439,Jalgaon,H-4(A) 27mm FIne,May,2018,4792
2440,Jalgaon,LRA,May,2018,4667
2441,Jalgaon,N-44,May,2018,4639
2442,Jalgaon,DCH-32(Unginned),May,2018,4524
2443,Hingoli,Varaxmi,May,2018,4441
2444,Hingoli,Desi,May,2018,4491
2445,Hingoli,Other,May,2018,4483
2446,Hingoli,H-4(A) 27mm FIne,May,2018,4632
2447,Hingoli,LRA,May,2018,4503
2448,Hingoli,N-44,May,2018,4491
2449,Hingoli,DCH-32(Unginned),May,2018,4523
2450,Vashim,Varaxmi,May,2018,4651
2451,Vashim,Desi,May,2018,4696
2452,Vashim,Other,May,2018,4659
2453,Vashim,H-4(A) 27mm FIne,May,2018,4798
2454,Vashim,LRA,May,2018,4727
2455,Vashim,N-44,May,2018,4701
2456,Vashim,DCH-32(Unginned),May,2018,4524
2457,Gadchiroli,Varaxmi,May,2018,4646
2458,Gadchiroli,Desi,May,2018,4666
2459,Gadchiroli,Other,May,2018,4636
2460,Gadchiroli,H-4(A) 27mm FIne,May,2018,4590
2461,Gadchiroli,LRA,May,2018,4698
2462,Gadchiroli,N-44,May,2018,4674
2463,Gadchiroli,DCH-32(Unginned),May,2018,4523
2464,Nandurbar,Varaxmi,May,2018,4035
2465,Nandurbar,Desi,May,2018,4095
2466,Nandurbar,Other,May,2018,4077
2467,Nandurbar,H-4(A) 27mm FIne,May,2018,4232
2468,Nandurbar,LRA,May,2018,4110
2469,Nandurbar,N-44,May,2018,4097
2470,Nandurbar,DCH-32(Unginned),May,2018,4283
2471,Ahmednagar,Varaxmi,May,2018,4651
2472,Ahmednagar,Desi,May,2018,4696
2473,Ahmednagar,Other,May,2018,4659
2474,Ahmednagar,H-4(A) 27mm FIne,May,2018,4798
2475,Ahmednagar,LRA,May,2018,4727
2476,Ahmednagar,N-44,May,2018,4701
2477,Ahmednagar,DCH-32(Unginned),May,2018,4524
2478,Jalgaon,Varaxmi,Jun,2018,4557
2479,Jalgaon,Desi,Jun,2018,4634
2480,Jalgaon,Other,Jun,2018,4624
2481,Jalgaon,H-4(A) 27mm FIne,Jun,2018,4792
2482,Jalgaon,LRA,Jun,2018,4667
2483,Jalgaon,N-44,Jun,2018,4639
2484,Jalgaon,DCH-32(Unginned),Jun,2018,4524
2485,Hingoli,Varaxmi,Jun,2018,4441
2486,Hingoli,Desi,Jun,2018,4491
2487,Hingoli,Other,Jun,2018,4483
2488,Hingoli,H-4(A) 27mm FIne,Jun,2018,4632
2489,Hingoli,LRA,Jun,2018,4503
2490,Hingoli,N-44,Jun,2018,4491
2491,Hingoli,DCH-32(Unginned),Jun,2018,4523
2492,Vashim,Varaxmi,Jun,2018,4651
2493,Vashim,Desi,Jun,2018,4696
2494,Vashim,Other,Jun,2018,4659
2495,Vashim,H-4(A) 27mm FIne,Jun,2018,4798
2496,Vashim,LRA,Jun,2018,4727
2497,Vashim,N-44,Jun,2018,4701
2498,Vashim,DCH-32(Unginned),Jun,2018,4524
2499,Gadchiroli,Varaxmi,Jun,2018,4646
2500,Gadchiroli,Desi,Jun,2018,4666
2501,Gadchiroli,Other,Jun,2018,4636
2502,Gadchiroli,H-4(A) 27mm FIne,Jun,2018,4590
2503,Gadchiroli,LRA,Jun,2018,4698
2504,Gadchiroli,N-44,Jun,2018,4674
2505,Gadchiroli,DCH-32(Unginned),Jun,2018,4523
2506,Nandurbar,Varaxmi,Jun,2018,4035
2507,Nandurbar,Desi,Jun,2018,4095
2508,Nandurbar,Other,Jun,2018,4077
2509,Nandurbar,H-4(A) 27mm FIne,Jun,2018,4232
2510,Nandurbar,LRA,Jun,2018,4110
2511,Nandurbar,N-44,Jun,2018,4097
2512,Nandurbar,DCH-32(Unginned),Jun,2018,4283
2513,Ahmednagar,Varaxmi,Jun,2018,4651
2514,Ahmednagar,Desi,Jun,2018,4696
2515,Ahmednagar,Other,Jun,2018,4659
2516,Ahmednagar,H-4(A) 27mm FIne,Jun,2018,4798
2517,Ahmednagar,LRA,Jun,2018,4727
2518,Ahmednagar,N-44,Jun,2018,4701
2519,Ahmednagar,DCH-32(Unginned),Jun,2018,4524
2520,Jalgaon,Varaxmi,Jul,2018,4805
2521,Jalgaon,Desi,Jul,2018,4909
2522,Jalgaon,Other,Jul,2018,4901
2523,Jalgaon,H-4(A) 27mm FIne,Jul,2018,4904
2524,Jalgaon,LRA,Jul,2018,5029
2525,Jalgaon,N-44,Jul,2018,4918
2526,Jalgaon,DCH-32(Unginned),Jul,2018,4909
2527,Hingoli,Varaxmi,Jul,2018,4880
2528,Hingoli,Desi,Jul,2018,5014
2529,Hingoli,Other,Jul,2018,4974
2530,Hingoli,H-4(A) 27mm FIne,Jul,2018,5038
2531,Hingoli,LRA,Jul,2018,5053
2532,Hingoli,N-44,Jul,2018,5013
2533,Hingoli,DCH-32(Unginned),Jul,2018,5000
2534,Vashim,Varaxmi,Jul,2018,4879
2535,Vashim,Desi,Jul,2018,4975
2536,Vashim,Other,Jul,2018,4936
2537,Vashim,H-4(A) 27mm FIne,Jul,2018,4969
2538,Vashim,LRA,Jul,2018,5050
2539,Vashim,N-44,Jul,2018,4987
2540,Vashim,DCH-32(Unginned),Jul,2018,4963
2541,Gadchiroli,Varaxmi,Jul,2018,4542
2542,Gadchiroli,Desi,Jul,2018,4501
2543,Gadchiroli,Other,Jul,2018,4501
2544,Gadchiroli,H-4(A) 27mm FIne,Jul,2018,4500
2545,Gadchiroli,LRA,Jul,2018,4557
2546,Gadchiroli,N-44,Jul,2018,4501
2547,Gadchiroli,DCH-32(Unginned),Jul,2018,4501
2548,Nandurbar,Varaxmi,Jul,2018,4181
2549,Nandurbar,Desi,Jul,2018,4257
2550,Nandurbar,Other,Jul,2018,4254
2551,Nandurbar,H-4(A) 27mm FIne,Jul,2018,4256
2552,Nandurbar,LRA,Jul,2018,4318
2553,Nandurbar,N-44,Jul,2018,4258
2554,Nandurbar,DCH-32(Unginned),Jul,2018,4256
2555,Ahmednagar,Varaxmi,Jul,2018,4879
2556,Ahmednagar,Desi,Jul,2018,4975
2557,Ahmednagar,Other,Jul,2018,4936
2558,Ahmednagar,H-4(A) 27mm FIne,Jul,2018,4969
2559,Ahmednagar,LRA,Jul,2018,5050
2560,Ahmednagar,N-44,Jul,2018,4987
2561,Ahmednagar,DCH-32(Unginned),Jul,2018,4963
2562,Jalgaon,Varaxmi,Aug,2018,4557
2563,Jalgaon,Desi,Aug,2018,4634
2564,Jalgaon,Other,Aug,2018,4624
2565,Jalgaon,H-4(A) 27mm FIne,Aug,2018,4792
2566,Jalgaon,LRA,Aug,2018,4667
2567,Jalgaon,N-44,Aug,2018,4639
2568,Jalgaon,DCH-32(Unginned),Aug,2018,4524
2569,Hingoli,Varaxmi,Aug,2018,4441
2570,Hingoli,Desi,Aug,2018,4491
2571,Hingoli,Other,Aug,2018,4483
2572,Hingoli,H-4(A) 27mm FIne,Aug,2018,4632
2573,Hingoli,LRA,Aug,2018,4503
2574,Hingoli,N-44,Aug,2018,4491
2575,Hingoli,DCH-32(Unginned),Aug,2018,4523
2576,Vashim,Varaxmi,Aug,2018,4651
2577,Vashim,Desi,Aug,2018,4696
2578,Vashim,Other,Aug,2018,4659
2579,Vashim,H-4(A) 27mm FIne,Aug,2018,4798
2580,Vashim,LRA,Aug,2018,4727
2581,Vashim,N-44,Aug,2018,4701
2582,Vashim,DCH-32(Unginned),Aug,2018,4524
2583,Gadchiroli,Varaxmi,Aug,2018,4646
2584,Gadchiroli,Desi,Aug,2018,4666
2585,Gadchiroli,Other,Aug,2018,4636
2586,Gadchiroli,H-4(A) 27mm FIne,Aug,2018,4590
2587,Gadchiroli,LRA,Aug,2018,4698
2588,Gadchiroli,N-44,Aug,2018,4674
2589,Gadchiroli,DCH-32(Unginned),Aug,2018,4523
2590,Nandurbar,Varaxmi,Aug,2018,4035
2591,Nandurbar,Desi,Aug,2018,4095
2592,Nandurbar,Other,Aug,2018,4077
2593,Nandurbar,H-4(A) 27mm FIne,Aug,2018,4232
2594,Nandurbar,LRA,Aug,2018,4110
2595,Nandurbar,N-44,Aug,2018,4097
2596,Nandurbar,DCH-32(Unginned),Aug,2018,4283
2597,Ahmednagar,Varaxmi,Aug,2018,4651
2598,Ahmednagar,Desi,Aug,2018,4696
2599,Ahmednagar,Other,Aug,2018,4659
2600,Ahmednagar,H-4(A) 27mm FIne,Aug,2018,4798
2601,Ahmednagar,LRA,Aug,2018,4727
2602,Ahmednagar,N-44,Aug,2018,4701
2603,Ahmednagar,DCH-32(Unginned),Aug,2018,4524
2604,Jalgaon,Varaxmi,Sep,2018,4557
2605,Jalgaon,Desi,Sep,2018,4634
2606,Jalgaon,Other,Sep,2018,4624
2607,Jalgaon,H-4(A) 27mm FIne,Sep,2018,4792
2608,Jalgaon,LRA,Sep,2018,4667
2609,Jalgaon,N-44,Sep,2018,4639
2610,Jalgaon,DCH-32(Unginned),Sep,2018,4524
2611,Hingoli,Varaxmi,Sep,2018,4441
2612,Hingoli,Desi,Sep,2018,4491
2613,Hingoli,Other,Sep,2018,4483
2614,Hingoli,H-4(A) 27mm FIne,Sep,2018,4632
2615,Hingoli,LRA,Sep,2018,4503
2616,Hingoli,N-44,Sep,2018,4491
2617,Hingoli,DCH-32(Unginned),Sep,2018,4523
2618,Vashim,Varaxmi,Sep,2018,4651
2619,Vashim,Desi,Sep,2018,4696
2620,Vashim,Other,Sep,2018,4659
2621,Vashim,H-4(A) 27mm FIne,Sep,2018,4798
2622,Vashim,LRA,Sep,2018,4727
2623,Vashim,N-44,Sep,2018,4701
2624,Vashim,DCH-32(Unginned),Sep,2018,4524
2625,Gadchiroli,Varaxmi,Sep,2018,4646
2626,Gadchiroli,Desi,Sep,2018,4666
2627,Gadchiroli,Other,Sep,2018,4636
2628,Gadchiroli,H-4(A) 27mm FIne,Sep,2018,4590
2629,Gadchiroli,LRA,Sep,2018,4698
2630,Gadchiroli,N-44,Sep,2018,4674
2631,Gadchiroli,DCH-32(Unginned),Sep,2018,4523
2632,Nandurbar,Varaxmi,Sep,2018,4035
2633,Nandurbar,Desi,Sep,2018,4095
2634,Nandurbar,Other,Sep,2018,4077
2635,Nandurbar,H-4(A) 27mm FIne,Sep,2018,4232
2636,Nandurbar,LRA,Sep,2018,4110
2637,Nandurbar,N-44,Sep,2018,4097
2638,Nandurbar,DCH-32(Unginned),Sep,2018,4283
2639,Ahmednagar,Varaxmi,Sep,2018,4651
2640,Ahmednagar,Desi,Sep,2018,4696
2641,Ahmednagar,Other,Sep,2018,4659
2642,Ahmednagar,H-4(A) 27mm FIne,Sep,2018,4798
2643,Ahmednagar,LRA,Sep,2018,4727
2644,Ahmednagar,N-44,Sep,2018,4701
2645,Ahmednagar,DCH-32(Unginned),Sep,2018,4524
2646,Jalgaon,Varaxmi,Oct,2018,4557
2647,Jalgaon,Desi,Oct,2018,4634
2648,Jalgaon,Other,Oct,2018,4624
2649,Jalgaon,H-4(A) 27mm FIne,Oct,2018,4792
2650,Jalgaon,LRA,Oct,2018,4667
2651,Jalgaon,N-44,Oct,2018,4639
2652,Jalgaon,DCH-32(Unginned),Oct,2018,4524
2653,Hingoli,Varaxmi,Oct,2018,4441
2654,Hingoli,Desi,Oct,2018,4491
2655,Hingoli,Other,Oct,2018,4483
2656,Hingoli,H-4(A) 27mm FIne,Oct,2018,4632
2657,Hingoli,LRA,Oct,2018,4503
2658,Hingoli,N-44,Oct,2018,4491
2659,Hingoli,DCH-32(Unginned),Oct,2018,4523
2660,Vashim,Varaxmi,Oct,2018,4651
2661,Vashim,Desi,Oct,2018,4696
2662,Vashim,Other,Oct,2018,4659
2663,Vashim,H-4(A) 27mm FIne,Oct,2018,4798
2664,Vashim,LRA,Oct,2018,4727
2665,Vashim,N-44,Oct,2018,4701
2666,Vashim,DCH-32(Unginned),Oct,2018,4524
2667,Gadchiroli,Varaxmi,Oct,2018,4646
2668,Gadchiroli,Desi,Oct,2018,4666
2669,Gadchiroli,Other,Oct,2018,4636
2670,Gadchiroli,H-4(A) 27mm FIne,Oct,2018,4590
2671,Gadchiroli,LRA,Oct,2018,4698
2672,Gadchiroli,N-44,Oct,2018,4674
2673,Gadchiroli,DCH-32(Unginned),Oct,2018,4523
2674,Nandurbar,Varaxmi,Oct,2018,4035
2675,Nandurbar,Desi,Oct,2018,4095
2676,Nandurbar,Other,Oct,2018,4077
2677,Nandurbar,H-4(A) 27mm FIne,Oct,2018,4232
2678,Nandurbar,LRA,Oct,2018,4110
2679,Nandurbar,N-44,Oct,2018,4097
2680,Nandurbar,DCH-32(Unginned),Oct,2018,4283
2681,Ahmednagar,Varaxmi,Oct,2018,4651
2682,Ahmednagar,Desi,Oct,2018,4696
2683,Ahmednagar,Other,Oct,2018,4659
2684,Ahmednagar,H-4(A) 27mm FIne,Oct,2018,4798
2685,Ahmednagar,LRA,Oct,2018,4727
2686,Ahmednagar,N-44,Oct,2018,4701
2687,Ahmednagar,DCH-32(Unginned),Oct,2018,4524
2688,Jalgaon,Varaxmi,Nov,2018,4312
2689,Jalgaon,Desi,Nov,2018,4317
2690,Jalgaon,Other,Nov,2018,4317
2691,Jalgaon,H-4(A) 27mm FIne,Nov,2018,4315
2692,Jalgaon,LRA,Nov,2018,4343
2693,Jalgaon,N-44,Nov,2018,4344
2694,Jalgaon,DCH-32(Unginned),Nov,2018,4368
2695,Hingoli,Varaxmi,Nov,2018,4319
2696,Hingoli,Desi,Nov,2018,4267
2697,Hingoli,Other,Nov,2018,4267
2698,Hingoli,H-4(A) 27mm FIne,Nov,2018,4211
2699,Hingoli,LRA,Nov,2018,4276
2700,Hingoli,N-44,Nov,2018,4269
2701,Hingoli,DCH-32(Unginned),Nov,2018,4314
2702,Vashim,Varaxmi,Nov,2018,4364
2703,Vashim,Desi,Nov,2018,4365
2704,Vashim,Other,Nov,2018,4351
2705,Vashim,H-4(A) 27mm FIne,Nov,2018,4365
2706,Vashim,LRA,Nov,2018,4367
2707,Vashim,N-44,Nov,2018,4394
2708,Vashim,DCH-32(Unginned),Nov,2018,4403
2709,Gadchiroli,Varaxmi,Nov,2018,4495
2710,Gadchiroli,Desi,Nov,2018,4460
2711,Gadchiroli,Other,Nov,2018,4443
2712,Gadchiroli,H-4(A) 27mm FIne,Nov,2018,4430
2713,Gadchiroli,LRA,Nov,2018,4425
2714,Gadchiroli,N-44,Nov,2018,4468
2715,Gadchiroli,DCH-32(Unginned),Nov,2018,4416
2716,Nandurbar,Varaxmi,Nov,2018,4190
2717,Nandurbar,Desi,Nov,2018,4196
2718,Nandurbar,Other,Nov,2018,4196
2719,Nandurbar,H-4(A) 27mm FIne,Nov,2018,4198
2720,Nandurbar,LRA,Nov,2018,4214
2721,Nandurbar,N-44,Nov,2018,4209
2722,Nandurbar,DCH-32(Unginned),Nov,2018,4289
2723,Ahmednagar,Varaxmi,Nov,2018,4354
2724,Ahmednagar,Desi,Nov,2018,4353
2725,Ahmednagar,Other,Nov,2018,4350
2726,Ahmednagar,H-4(A) 27mm FIne,Nov,2018,4350
2727,Ahmednagar,LRA,Nov,2018,4359
2728,Ahmednagar,N-44,Nov,2018,4386
2729,Ahmednagar,DCH-32(Unginned),Nov,2018,4390
2730,Jalgaon,Varaxmi,Dec,2018,4557
2731,Jalgaon,Desi,Dec,2018,4634
2732,Jalgaon,Other,Dec,2018,4624
2733,Jalgaon,H-4(A) 27mm FIne,Dec,2018,4792
2734,Jalgaon,LRA,Dec,2018,4667
2735,Jalgaon,N-44,Dec,2018,4639
2736,Jalgaon,DCH-32(Unginned),Dec,2018,4524
2737,Hingoli,Varaxmi,Dec,2018,4441
2738,Hingoli,Desi,Dec,2018,4491
2739,Hingoli,Other,Dec,2018,4483
2740,Hingoli,H-4(A) 27mm FIne,Dec,2018,4632
2741,Hingoli,LRA,Dec,2018,4503
2742,Hingoli,N-44,Dec,2018,4491
2743,Hingoli,DCH-32(Unginned),Dec,2018,4523
2744,Vashim,Varaxmi,Dec,2018,4651
2745,Vashim,Desi,Dec,2018,4696
2746,Vashim,Other,Dec,2018,4659
2747,Vashim,H-4(A) 27mm FIne,Dec,2018,4798
2748,Vashim,LRA,Dec,2018,4727
2749,Vashim,N-44,Dec,2018,4701
2750,Vashim,DCH-32(Unginned),Dec,2018,4524
2751,Gadchiroli,Varaxmi,Dec,2018,4646
2752,Gadchiroli,Desi,Dec,2018,4666
2753,Gadchiroli,Other,Dec,2018,4636
2754,Gadchiroli,H-4(A) 27mm FIne,Dec,2018,4590
2755,Gadchiroli,LRA,Dec,2018,4698
2756,Gadchiroli,N-44,Dec,2018,4674
2757,Gadchiroli,DCH-32(Unginned),Dec,2018,4523
2758,Nandurbar,Varaxmi,Dec,2018,4035
2759,Nandurbar,Desi,Dec,2018,4095
2760,Nandurbar,Other,Dec,2018,4077
2761,Nandurbar,H-4(A) 27mm FIne,Dec,2018,4232
2762,Nandurbar,LRA,Dec,2018,4110
2763,Nandurbar,N-44,Dec,2018,4097
2764,Nandurbar,DCH-32(Unginned),Dec,2018,4283
2765,Ahmednagar,Varaxmi,Dec,2018,4651
2766,Ahmednagar,Desi,Dec,2018,4696
